Rango,ASN,Organización,Descripción,País,Rango padre
212.0.118.0/29,8220,COLT,CONSORCIO DE COMPENSACION DE SEGUROS,ES,
195.77.187.168/29,3352,Telefonica_de_Espana,CONSORCIO DE COMPENSACION DE SEGUROS,ES,
195.55.157.64/29,3352,Telefonica_de_Espana,Consorcio De Compensacion De Seguros,ES,
195.235.177.0/29,3352,Telefonica_de_Espana,CONSORCIO DE COMPENSACIoN DE SEGUROS CCS,ES,
195.235.250.200/29,3352,Telefonica_de_Espana,CONSORCIO DE COMPENSACION DE SEGUROS (CCS),ES,
